34	en	Homeless had portrayed the main character of his poem - that is, Jesus - in very dark colours, but nevertheless the whole poem, in the editor's opinion, had to be written over again.
169	en	So you will have to find that out from him yourself, Ivan Nikolaevich!'
186	en	'The devil, he heard everything...' Berlioz thought, and with a polite gesture indicated that there was no need to show papers.
305	en	He gazed with dull eyes at the arrested man and was silent for a time, painfully trying to remember why there stood before him in the pitiless morning sunlight of Yershalaim this prisoner with his face disfigured by beating, and what other utterly unnecessary questions he had to ask him.
335	en	He had to believe.
377	de	Sie brauchen nichts mehr zu notieren", wandte er sich an den Sekretär, obschon dieser längst aufgehört hatte, und fuhr dann, zu Jeschua gewandt, fort: "In welchem griechischen Buch hast du das gelesen?"
414	en	`I have no need to know,' Pilate responded in a stifled, angry voice, 'whether it is pleasant or unpleasant for you to speak the truth.
415	en	You will have to speak it anyway.
492	en	According to the law, according to custom, one of these two criminals had to be released in honour of the great feast of Passover, which would begin that day.
548	de	"O nein!" rief Pilatus aus, und mit jedem Wort wurde ihm leichter, denn jetzt brauchte er nicht mehr sich zu verstellen, nicht mehr die Worte zu wählen. "Gar zu oft hast du dich beim Kaiser über mich beklagt, Kaiphas, doch jetzt ist meine Stunde gekommen!
548	en	'Oh, no!' Pilate exclaimed, and he felt lighter and lighter with every word: there was no more need to pretend, no more need to choose his words, `you have complained about me too much to Caesar, and now my hour has come, Kaifa!
550	en	Remember how on account of you I had to remove the shields with the emperor's insignia from the walls, had to transfer troops, had, as you see, to come in person to look into what goes on with you here!
636	en	But it must be supposed that the professor did tell the story after all, otherwise it would have to be assumed that Berlioz had had the same dream, because he said, studying the foreigner's face attentively:
651	en	Berlioz realized at once what had to be done.
673	en	Berlioz's plan must be acknowledged as correct: he had to run to the nearest public telephone and inform the foreigners' bureau, thus and so, there's some consultant from abroad sitting at the Patriarch's Ponds in an obviously abnormal state. So it was necessary to take measures, lest some unpleasant nonsense result.
802	de	Er brauchte nicht lange zu warten. Ein kleines Mädchen von vielleicht fünf Jahren öffnete ihm und entfernte sich sofort, ohne ihm Fragen zu stellen.
802	en	He did not have to wait long. Some little girl of about five opened the door for Ivan and, without asking him anything, immediately went away somewhere.
950	en	Here again they silently berated Mikhail Alexandrovich: all the tables on the veranda, naturally, were occupied, and they had to stay for supper in those beautiful but airless halls.
979	de	Wozu braucht er ein wie immer abgefaßtes Telegramm, der Mann, dessen zerquetschtes Genick jetzt der Prosektor in seinen Gummihänden preßt und durch dessen Hals der Professor seine krummen Nadeln sticht?
980	de	Er ist tot, er braucht kein Telegramm.
1039	de	Das verstehen wir alle sehr gut. Sie brauchen Ruhe.
1041	en	'You,' Ivan interrupted, baring his teeth, "but don't you understand that the professor has to be caught?
1143	en	'"Pushed him", nothing!' Ivan exclaimed, angered by the general obtuseness. 'His kind don't need to push!
1158	de	Er hat persönlich mit Pontius Pilatus gesprochen. Da brauchen Sie gar nicht so zu kucken, ich sag's, wie's ist! Alles hat er gesehen, den Balkon und die Palmen.
1158	en	He spoke personally with Pontius Pilate. And there's no need to stare at me like that. I'm telling the truth! He saw everything - the balcony and the palm trees.
1258	de	Er brauchte nur den Kopf vom Tischlämpchen gen Himmel zu heben, um zu begreifen, daß die Nacht unwiederbringlich dahin war.
1283	de	Am dritten Tag fuhr Anna Franzewna, die schon die ganze Zeit unter Schlaflosigkeit litt, abermals eilig auf die Datsche. Ich brauche wohl nicht zu sagen, daß sie nicht zurückkehrte!
1316	en	Styopa was a shrewd man and, sick as he was, realized that since he had been found in this state, he would have to confess everything.
1403	de	"Und mein Gefolge braucht Platz", fuhr Voland fort, "demnach ist einer von uns zuviel in der Wohnung.
1455	de	Der frisch gebadete Lyriker erhielt alles, was ein Mann nach dem Baden braucht: ein gebügeltes Hemd, Unterhosen, Strümpfe.
1547	de	Sie brauchen es mir nicht zu beweisen, sondern nur zu sagen.
1597	en	'But he has to be caught!' Ivan exclaimed, imploringly now.
1692	en	Fuel had to be bought for the heating system by fall, but who was going to shell out for it - no one knew.
1694	en	However, the practical and prudent Nikanor Ivanovich said he would first have to settle the question with the foreign tourist bureau.
1714	de	"Aber das ist doch gar kein Problem!" dröhnte Korowjew. "Wieviel Karten brauchen Sie, Nikanor Iwanowitsch, zwölf, fünfzehn?"
1715	de	Der Vorsitzende erklärte etwas benommen, er brauche nur zwei, für sich und seine Frau Pelageja Antonowna.
1734	de	"Ihr braucht nur zu befehlen, Messere", antwortete Korowjew von irgendwoher, doch nicht mehr mit klirrender, sondern mit sehr klarer und klangvoller Stimme.
1764	en	'That happens,' the first agreed and added, again gently: 'Well, you're going to have to turn in the rest.'
2026	en	He had to have recourse to a third redaction, which proved still worse than the first two: 'Berlioz, who fell under the tram-car...' - and that namesake composer, unknown to anyone, was also dangling here, so he had to put in: 'not the composer...'
2089	en	This certainly unpleasant, though hardly supernatural, occurrence for some reason thoroughly shocked the findirector, but at the same time he was glad: the need to call fell away.
2228	en	They tried to lie Bengalsky down on a sofa in the dressing room, but he began to struggle, became violent. They had to call an ambulance.
2532	de	Wer in unserem Haus brauchte einen Scherenschleifer?
2558	en	And finally the hour came when he had to leave his secret refuge and go out into life.
2569	en	Here he started squirming, mumbled something, and declared that he could not decide the question on his own, that other members of the editorial board had to acquaint themselves with my work - namely, the critics Latunsky and Ariman, and the writer Mstislav Lavrovich. He asked me to come in two weeks.
2630	de	Ich brauchte vor dem Einschlafen nur die Lampe im kleinen Zimmer auszumachen, und schon war mir, als ob ein Polyp mit sehr langen und kalten Greifarmen durchs geschlossene Fenster-chen hereinkroch.
2631	en	And I had to sleep with the light on.
2734	de	Übrigens tut es mir nicht sonderlich leid darum, denn ich brauche diese Fähigkeit nicht mehr.
2757	de	Hier brauche ich keine großen Pläne zu schmieden, mein lieber Nachbar, wirklich nicht!
2794	en	It came time to act. He had to drink the bitter cup of responsibility.
2795	en	The telephones had been repaired during the third part. He had to make calls, to tell what had happened, to ask for help, lie his way out of it, heap everything on Likhodeev, cover up for himself, and so on.
2811	en	He could not think without shuddering of having to walk alone now along the empty corridors and down the stairs.
2961	en	There he became so agitated that an injection, made according to Stravinsky's recipe, had to be given him, and only after midnight did Nikanor Ivanovich fall asleep in room 119, every now and then emitting a heavy, painful moan.
3004	en	When silence came, the artiste said: 'See what La Fontaine fables I have to listen to!
3013	en	'He's a currency dealer,' they shouted from the house, 'and we innocent ones have to suffer for the likes of him!'
3021	de	"Sergej Gerardowitsch", sprach ihn der Conferencier an, "Sie sitzen nun schon anderthalb Monate hier und weigern sich stur, die bei Ihnen vorhandenen Devisen abzuliefern, die das Land so dringend braucht und die für Sie völlig wertlos sind. Dennoch bleiben Sie starrköpfig.
3131	de	So eine Kampfgans ist empfindlich, braucht viel Pflege ...
3253	en	At times he had to drop down right in the dust and lie motionless to recover his breath.
3358	en	The modest and quiet Vassily Stepanovich merely blinked his eyes, listening to the tall tales of these wonders, and decidedly did not know what to undertake, and yet something had to be undertaken, and precisely by him, because he now turned out to be the senior member of the whole Variety team.
3372	en	He had to call things by their names and confess that the administration of the Variety in the persons of the director, the findirector and the administrator had vanished and no one knew where, that the master of ceremonies had been taken to a psychiatric hospital after yesterday's séance, and that, to put it briefly, this seance yesterday had frankly been a scandalous séance.
3391	en	'And if one was drawn up, it had to go through bookkeeping?'
3436	en	Having got where he had to go, having paid satisfactorily, the bookkeeper entered the building and went down the corridor towards the manager's office, and realized on his way that he had come at the wrong time.
3538	en	Here the rest of the staff realized that there was no way around the singing, and they, too, had to sign up for the club.
3569	de	"Wozu brauchen Sie das?" fragte der Angestellte im Schalter. Der Buchhalter war verdutzt.
3612	en	In short, despite all obstacles, he had to succeed in inheriting his nephew's apartment on Sadovaya. Yes, it was difficult, very difficult, but these difficulties had to be overcome at whatever cost. The experienced Maximilian Andreevich knew that the first and necessary step towards that had to be the following: he must get himself registered, at least temporarily, as the tenant of his late nephew's three rooms.
3727	en	However, the man from Kiev had to wait longer than he supposed.
3741	de	Diesmal brauchte er nicht lange zu warten.
3741	en	This time he did not have to wait long.
3866	de	Aber Sie brauchen nicht blaß zu werden. Sagen Sie mir, was an dieser Vorstellung hat Sie zu mir geführt?"
3886	de	,Ja, das ist natürlich kein Betrag", sagte Voland herablassend zu seinem Gast, "dabei brauchen Sie dieses Geld gar nicht.
4054	de	Was wollte diese Frau, in deren Augen ständig ein rätselhaftes Flämmchen brannte? Was brauchte diese ganz leicht auf einem Auge schielende Hexe, die sich damals im Frühling mit gelben Mimosen geschmückt hatte?
4056	de	Offenbar sagte sie die Wahrheit: sie brauchte ihn, den Meister, keineswegs aber die gotische Villa, den abgeschlossenen Garten, das Geld. Sie liebte ihn, sie sagte die Wahrheit. Selbst mir, dem getreuen, doch unbeteiligten Chronisten, verkrampft sich das Herz bei dem Gedanken, was Margarita für Qualen durchlitt, als sie am nächsten Tag in das Häuschen des Meisters kam, glücklicherweise ohne mit ihrem Mann gesprochen zu haben, denn dieser war nicht zur festgesetzten Zeit zurückgekehrt, und erfuhr, daß der Meister verschwunden war. Sie tat alles, um etwas über ihn zu erfahren, doch vergebens. Da kehrte sie in ihre Villa zurück und lebte wieder wie bisher. ,Ja, ja, ja, es war ein Fehler!" sagte sie im Winter, als sie vor dem Ofen saß und ins Feuer blickte. "Warum bin ich damals in der Nacht von ihm weggegangen? Warum?
4115	en	The hefty, beefy one with pert, piggish eyes, sitting by the window, was quietly telling his small neighbour that the coffin had to be covered with a black cloth...
4164	de	Unbegreiflich ist vor allem, wer ihn braucht, den Kopf, und wozu!"
4232	de	"Wozu braucht er mich denn?" fragte Margarita schmeichelnd.
4255	de	"Stecken Sie's ein, die Passanten kucken schon. Sie werden's brauchen können, Margarita Nikolajewna, Sie sind im letzten halben Jahr vor Kummer ziemlich gealtert.
4258	en	At ten I'll call you and tell you all you need to know.
4259	de	Weiter brauchen Sie sich um nichts zu kümmern, man wird Sie an Ort und Stelle bringen, und Ihnen wird nichts passieren.
4259	en	You won't have to worry about a thing, you'll be delivered where you need to go and won't be put to any trouble.
4369	de	Dann kam ihr zum Bewußtsein, daß sie das Hemd gar nicht mehr brauchte. Mit bösem Lachen warf sie es Nikolai Iwanowitsch über den Kopf.
4377	en	This patched up, darned, crooked and long lane, with the lopsided door of a kerosene shop where they sold paraffin by the cup and liquid against parasites in flacons, she cut across in an instant, and here she realized that, even while completely free and invisible, she still had to be at least somewhat reasonable in her pleasure. Having slowed down only by some miracle, she just missed smashing herself to death against an old lopsided street light at the corner.
4380	en	Here Margarita became fully accustomed to controlling the broom, realized that it obeyed the slightest touch of her hands and legs, and that, flying over the city, she had to be very attentive and not act up too much.
4714	de	Aber er braucht eine Ballkönigin." Korowjew breitete die Arme aus. "Sagt selber, ohne Ballkönigin ..."
4915	en	Midnight was approaching; they had to hurry.
5057	en	`Queen,' the cat suddenly creaked from below, 'what, may I ask, does the owner have to do with it?
5098	en	Something strange also happened with her arm. Now, before raising it, Margarita had to wince.
5117	en	'Ah, really, I myself don't know yet,' Koroviev replied, 'we'11 have to ask Azazello.'
5245	en	Then I beg you to listen,' responded the cat, and, narrowing his eyes with pleasure, he told how he had once wandered in the wilderness for nineteen days,' and the only thing he had to eat was the meat of a tiger he had killed.
5251	en	He absolutely had to be shot.'
5259	en	'Of course they weren't, Queen,' explained Koroviev. 'It has to be done so that nothing is heard.
5260	en	It has to be done carefully.'
5332	en	The fleeting thought of having to return to her house provoked an inward burst of despair in her.
5339	de	"Nein, nichts, Messere", antwortete Margarita stolz, "nur eines: Wenn Sie mich wieder einmal brauchen, bin ich gern bereit, alles zu tun, was Sie wünschen.
5511	de	Sie braucht sich nicht zu schämen!" brüllte der Kater.
5514	en	'Well, it's nice that you put in a bathroom,' Azazello said approvingly, 'he needs to take baths.' And he yelled: 'Out!'
5537	de	Wir brauchen kein fremdes Geld."
5626	en	'Get into the car,' said Azazello, 'and wait for me. I'll be right back, I only have to see what's happened.' And he went back in. What had happened was the following: shortly before Margarita and the master left with their escort, a little dried-up woman carrying a can and a bag came out of apartment no.48, which was located just under the jeweller's wife's apartment.
5704	en	A terrible thought suddenly swept over her, that this was all sorcery, that the notebooks would presently disappear from sight, and she would be in her bedroom in the old house, and that on waking up she would have to go and drown herself.
5758	de	Um sich die Haare zu trocknen, sich umzukleiden, andere Schuhe anzulegen und überhaupt sich in Ordnung zu bringen, brauchte der Ankömmling sehr wenig Zeit, und bald erschien er in trockenen Sandalen, trockenem purpurrotem Militärumhang und mit geglättetem Haar wieder auf dem Balkon.
5793	en	I'm not even speaking of natural conditions - I get sick every time I have to come here - but that's only half the trouble! ...
6160	en	I do not have to see the corpse in order to say that a man has been killed, and so I report to you that the one who was called Judas of Kiriath was stabbed to death several hours ago.'
6188	de	Um zu heiraten, Prokurator, braucht es Geld, um Kinder in die Welt zu setzen ebenfalls. Um aber einen Menschen mit Hilfe einer Frau zu ermorden, braucht es sehr viel Geld, und das hat kein Vagabund.
6209	en	He had to be in a protected, secluded place with trees.
6232	de	"Der Prokurator braucht sich wegen dieser Frage keine Sorgen zu machen", antwortete Afranius und schloß das Päckchen.
6270	de	"Sie brauchen sich nicht zu sorgen, Prokurator", sagte Afranius und fuhr mit seinem Bericht fort: "Die Leichen von Dismas und Gestas, deren Augen von Raubvögeln herausgehackt waren, wurden aufgenommen, dann machte sich alles auf die Suche nach dem dritten Leichnam.
6270	en	'No need to worry, Procurator,' said Aphranius, and he went on with his narrative: `The bodies of Dysmas and Gestas, their eyes pecked out by carrion birds, were taken up, and they immediately rushed in search of the third body.
6281	en	'Did they have to arrest him?' Pilate asked glumly.
6298	en	'Ah, if only I had foreseen it!' Pilate spoke, wincing. I needed to see this Matthew Levi...' 'He is here, Procurator.' Pilate, his eyes wide open, stared at Aphranius for some time, and then said: 'I thank you for everything that has been done in this affair. I ask you to send Tolmai to me tomorrow, and to tell him beforehand that I am pleased with him. And you, Aphranius,' here the procurator took a seal ring from the pouch of the belt lying on the table and gave it to me head of the secret service, 'I beg you to accept this as a memento.' Aphranius bowed and said:
6303	de	Ich brauche weitere Einzelheiten zum Fall Jeschua."
6327	en	`The soldiers took it from me when they brought me here,' Levi replied and added sullenly: 'You must give it back to me, I have to return it to its owner, I stole it.'
6337	de	Ich brauche jetzt etwas anderes — zeige mir die Handschrift, die du bei dir führst und auf der die Worte Jeschuas niedergeschrieben sind."
6399	en	Essentially speaking, the matter had already become clear on the previous day, Friday, when the Variety had had to be closed, owing to the disappearance of its administration and all sorts of outrages which had taken place during the notorious séance of black magic the day before.
6401	en	Now the investigators of this strange case, which smacked of obvious devilry, with an admixture of some hypnotic tricks and distinct criminality, had to shape into one lump all the many-sided and tangled events that had taken place in various parts of Moscow.
6409	en	It was a difficult conversation, a most unpleasant conversation, for he had to tell with complete sincerity not only about this obnoxious séance and the fight in the box, but along with that - as was indeed necessary - also about Militsa Andreevna Pokobatko from Yelokhovskaya Street, and about the Saratov niece, and about much else, the telling of which caused Arkady Apollonovich inexpressible torments.
6448	de	Jetzt war sein Traum, den Konsultanten fangen zu helfen, in Erfüllung gegangen, er brauchte nicht mehr anderen hinterherzurennen, man kam von selbst zu ihm, eigens um zu hören, was am Mittwoch abend geschehen war.
6448	en	Now his dream of helping to catch the consultant had come true, there was no longer any need to run after anyone, they had come to him on their own, precisely to hear his story about what had happened on Wednesday evening.
6474	en	Yes, there was already a lot of material, and it was known who had to be caught and where.
6494	en	Only after the administrator was told that with his behaviour, stupid and senseless, he was hindering the investigation of an important case and would of course have to answer for it, did Varenukha burst into sobs and whisper in a trembling voice, looking around him, that he had lied solely out of fear, apprehensive of the revenge of Woland's gang, into whose hands he had already fallen, and that he begged, implored and yearned to be locked up in a bullet-proof cell.
6627	en	But in the present case, casting that story aside temporarily, I want to tell you that I am going to make a complaint about you to the manager and tell him such tales about you that you may have to surrender your post between the shining mirrored doors.'
6736	en	'More's the pity,' Koroviev said disappointedly and went on; 'Well, so, if you don't want to be a sweetie, which would be quite pleasant, you don't have to be.
6737	en	So, then, to convince yourself that Dostoevsky was a writer, do you have to ask for his identification card?
6840	en	'But you'll have to reconcile yourself to that,' Woland objected, and a grin twisted his mouth. 'You no sooner appear on the roof than you produce an absurdity, and I'll tell you what it is - it's your intonation.
6897	en	'Ah, if so, then of course a new building will have to be built.'
6945	en	You'll have to live with a witch, my dear!' Then she rushed to the master, put her arms around his neck, and began kissing his lips, his nose, his cheeks.
6967	en	You've had to think too much, and now I'll think for you.
6972	en	Come to your senses! Why do you have to ruin your life with a sick man and a beggar?
7173	de	"Nein, Praskowja Fjodorowna, Sie brauchen ihn nicht zu rufen", sagte der liebe Iwan und warf unruhige Blicke, doch nicht auf Praskowja Fjodorowna, sondern auf die Wand, "mit mir ist nichts Besonderes.
7190	en	'We had to trouble you a little, Margarita Nikolaevna and master,' Woland began after some silence, 'but you won't grudge me that.
7198	en	That needs to be grasped,' the master whispered and licked his dry, cracked lips.
7249	en	And after that the knight had to go on joking a bit more and longer than he supposed.
7289	de	"Wiederholt sich die Geschichte mit Frida?" sagte Voland. "Aber hier braucht Ihr Euch nicht zu beunruhigen, Margarita.
7294	de	Ihr braucht nicht für ihn zu bitten, Margarita, denn für ihn hat schon jener gebeten, mit dem er so gern sprechen möchte."
7295	en	You don't need to ask for him, Margarita, because the one he so yearns to talk with has already asked for him.' Here Woland turned to the master and said: 'Well, now you can finish your novel with one phrase!'
7351	de	Man braucht gar nicht zu reden von den vier verbrannten Häusern und den Hunderten um den Verstand gebrachten Menschen, aber es gab auch Tote.
7405	en	Incidentally, the investigation considered this matter with special attention. It had to find out if the two women had been abducted by the gang of murderers and arsonists or had fled voluntarily with the criminal company.
7414	en	Georges Bengalsky, for instance, after spending three months in the clinic, recovered and left it, but had to give up his work at the Variety, and that at the hottest time, when the public was flocking after tickets: the memory of black magic and its exposure proved very tenacious.
7423	de	Stjopa Lichodejew braucht nicht mehr im Variete anzurufen.
7431	en	In this theatre he no longer had to run into the much-esteemed Arkady Apollonovich Semplevarov on matters of acoustics. The latter had been promptly transferred to Briansk and appointed manager of a mushroom cannery.
7515	de	"Weiter brauche ich nichts!" ruft der Mann im Umhang mit gebrochener Stimme und steigt immer höher zum Mond, seinen Begleiter mit sich ziehend.
